user_id,selfie_link_id_1,selfie_link_id_2,selfie_link_id_3,missing_count
18217,18217_00000453-0016-6179-4343-F8F005C20FE2,18217_00000586-0016-6915-8035-F8F005C20FE2,,1
18224,18224_00000304-0016-4980-1752-F8F005C1F5CE,18224_00000558-0016-8811-9765-F8F005C1F5CE,,1
18227,18227_00000347-0016-4010-3210-F8F005C20960,18227_00000352-0016-4032-6533-F8F005C20960,,1
1825,1825_2020-06-09 03:00:00,1825_00001775-0016-6088-0686-F8F005C1C5E9,,1
18292,18292_00001398-0016-8923-3461-F8F005C20A08,18292_00001401-0016-8950-0471-F8F005C20A08,,1
18303,18303_00000383-0016-3911-7953-F8F005C20F31,18303_00000848-0016-6180-1023-F8F005C20F31,,1
18307,18307_00000749-0016-5786-5421-F8F005C20948,18307_00001389-0016-8949-1924-F8F005C20948,,1
18314,18314_00000084-0016-4280-5810-F8F005C1F4E6,18314_00000139-0016-8750-2760-F8F00528B39F,,1
18322,18322_00000299-0016-4288-9483-F8F005C20D1F,18322_00000569-0016-8768-2523-F8F005C20D1F,,1
18338,18338_00000347-0016-4586-3616-F8F005C213A0,18338_00000764-0016-8905-9597-F8F005C213A0,,1
18339,18339_00000172-0016-4763-9370-F8F005C20AD1,18339_00000191-0016-4922-2941-F8F005C20AD1,,1
18343,18343_00000459-0016-8259-9577-F8F005C1FD0D,18343_00000500-0016-8953-5335-F8F005C1FD0D,,1
18356,18356_00000303-0016-4531-8086-F8F005C202BD,18356_00000733-0016-7419-1671-F8F005C202BD,,1
18359,18359_00000093-0016-4340-6581-F8F005C1B658,18359_00000127-0016-4502-4898-F8F005C1B658,,1
18366,18366_00000329-0016-4007-0668-F8F005C20ACB,18366_00000330-0016-5156-1778-F8F005C20ACB,,1
18386,18386_00000842-0016-4158-9422-F8F005C1FE16,18386_00000876-0016-4559-0914-F8F005C1FE16,,1
1839,1839_2020-05-19 06:00:00,1839_2020-05-25 06:00:00,,1
18394,18394_00000483-0016-4556-1993-F8F005C2000A,18394_00000860-0016-6430-5291-F8F005C2000A,,1
18399,18399_00000384-0016-4124-6599-F8F005C1B80F,18399_00000395-0016-4180-3100-F8F005C1B80F,,1
18425,18425_00000562-0016-4360-5683-F8F005C1F615,18425_00001508-0016-8956-6737-F8F005C1F615,,1
18443,18443_00000665-0016-4667-5355-F8F005C21399,18443_00000916-0016-7346-1031-F8F005C21399,,1
18481,18481_00000514-0016-4245-4280-F8F00528ABA9,18481_00001100-0016-6941-1998-F8F00528ABA9,,1
18483,18483_00000055-0016-4616-4239-F8F005C21496,18483_00000056-0016-4625-4253-F8F005C21496,,1
18495,18495_00000042-0016-6156-8052-F8F005C216E9,18495_00000001-0016-7627-4049-F8F005C3AE56,,1
18498,18498_00000324-0016-4806-8467-F8F005C1F62F,18498_00000349-0016-5100-1023-F8F005C1F62F,,1
18509,18509_00000118-0016-4417-8457-F8F005C211BB,18509_00000327-0016-8351-4396-F8F005C211BB,,1
18523,18523_00000588-0016-5333-8930-F8F005C20319,18523_00000918-0016-8292-4562-F8F005C20319,,1
18605,18605_00000244-0016-4414-7013-F8F005C1D76D,18605_00000260-0016-4484-0136-F8F005C1D76D,,1
18608,18608_00000137-0016-4393-9221-F8F005C1C43A,18608_00000161-0016-4496-6100-F8F005C1C43A,,1
18662,18662_00000622-0016-4505-4657-F8F005C1B8F6,18662_00000639-0016-4580-3169-F8F005C1B8F6,,1
18665,18665_00001487-0016-7565-9766-F8F00528AC7C,,,2
18669,18669_00000228-0016-4732-9474-F8F005C1B75F,18669_00000233-0016-7394-0947-F8F005C1B75F,,1
18717,18717_00000155-0016-8335-8250-F8F005C1FB5A,18717_00000183-0016-8922-7766-F8F005C1FB5A,,1
18724,18724_00000585-0016-8950-7023-F8F005C1C6A9,18724_00000586-0016-8954-4068-F8F005C1C6A9,,1
18736,18736_00001876-0016-6860-2572-F8F005C1C99B,18736_00002284-0016-8813-1541-F8F005C1C99B,,1
18814,18814_00000397-0016-6791-0783-F8F005C1CCBB,18814_00000578-0016-7966-8693-F8F005C1CCBB,,1
18907,18907_00000448-0016-6919-5265-F8F005C1A4AD,18907_00000456-0016-7163-6185-F8F005C1A4AD,,1
1901,1901_00001223-0016-3260-4508-F8F005C1D83F,1901_00001714-0016-5783-3127-F8F005C1D83F,,1
19012,19012_00000348-0016-7014-7509-F8F005C20C42,19012_00000377-0016-7657-7440-F8F005C20C42,,1
19023,19023_00000636-0016-5602-0419-F8F005C213E4,19023_00000864-0016-7022-7509-F8F005C213E4,,1
19064,19064_00000236-0016-6047-4934-F8F005C1CC70,19064_00000734-0016-8897-5867-F8F005C1CC70,,1
19078,19078_00000374-0016-5735-5693-F8F005C2033D,19078_00000521-0016-8442-2200-F8F005C2033D,,1
19079,19079_00000849-0016-5690-7708-F8F005C1F58B,19079_00001119-0016-8922-1169-F8F005C1F58B,,1
19082,19082_00001983-0016-5708-1741-F8F005C21131,19082_00003438-0016-8957-2683-F8F005C21131,,1
19105,19105_00001166-0016-5526-8605-F8F005C2065F,19105_00002492-0016-8585-7078-F8F005C2065F,,1
19122,19122_00000806-0016-5402-2292-F8F005C1C8ED,19122_00001102-0016-8037-8376-F8F005C1C8ED,,1
19204,19204_00000014-0016-6662-0262-F8F005C211B2,19204_00000137-0016-7656-1376-F8F005C211B2,,1
19222,19222_00001141-0016-6128-7318-F8F005C1CC7D,19222_00001388-0016-8893-6182-F8F005C1CC7D,,1
19282,19282_00000726-0016-7648-0594-F8F005C1FB8B,19282_00001198-0016-8926-7932-F8F005C1FB8B,,1
19296,19296_00001757-0016-6025-1417-F8F005C1C725,19296_00001763-0016-6060-0676-F8F005C1C725,,1
19311,19311_00002318-0016-8122-2039-F8F005C1FD4A,19311_00002513-0016-8943-0652-F8F005C1FD4A,,1
19316,19316_00000680-0016-6064-7828-F8F005C1C5D5,19316_00000810-0016-8526-7385-F8F005C1C5D5,,1
19318,19318_00001321-0016-8919-5389-F8F005C1C3EB,19318_00001326-0016-8949-2249-F8F005C1C3EB,,1
19349,19349_00000701-0016-5653-7985-F8F005C20CD8,19349_00000707-0016-5895-5595-F8F005C20CD8,,1
19390,19390_00000377-0016-6425-0690-F8F005C1A49C,19390_00000612-0016-8730-8897-F8F005C1A49C,,1
19408,19408_00001252-0016-6442-6277-F8F005C20AE1,19408_00001437-0016-7117-3145-F8F005C20AE1,,1
19530,19530_00000861-0016-6303-9523-F8F005C1C48B,19530_00000880-0016-6850-8410-F8F005C1C48B,,1
19573,19573_00001240-0016-6022-0498-F8F005C20524,19573_00001564-0016-7466-0062-F8F005C20524,,1
19580,19580_00000825-0016-7220-5418-F8F005C1C57F,19580_00000833-0016-7274-1758-F8F005C1C57F,,1
19654,19654_00001437-0016-6114-7980-F8F005C1FB7E,19654_00000187-0016-8409-2807-F8F005C21E86,,1
1978,1978_00000602-0016-5920-0336-F8F005C20ED0,1978_00001272-0016-8910-1122-F8F005C20ED0,,1
19797,19797_00000168-0016-6931-4362-F8F005C220AF,19797_00000299-0016-8545-6554-F8F005C220AF,,1
19806,19806_00000008-0016-6255-7060-F8F005C21EDB,19806_00001071-0016-7941-1602-F8F005C20854,,1
19832,19832_00000519-0016-6244-7393-F8F005C1FDDB,19832_00000734-0016-7232-2813-F8F005C1FDDB,,1
19837,19837_00001072-0016-6271-8823-F8F005C1CC12,19837_00001179-0016-7007-8715-F8F005C1CC12,,1
19874,19874_00000209-0016-8070-7357-F8F005C21765,19874_00000276-0016-8822-8367-F8F005C21765,,1
19891,19891_00000002-0016-6200-7922-F8F005C22305,19891_00000037-0016-7704-3701-F8F005C22305,,1
19893,19893_00000012-0016-6271-1182-F8F005C21B77,19893_00000015-0016-7157-3034-F8F005C21B77,,1
19908,19908_00000014-0016-6325-4126-F8F005C22300,19908_00000060-0016-8874-3306-F8F005C22300,,1
19943,19943_00000054-0016-6954-5954-F8F005C2214D,19943_00000106-0016-7533-1258-F8F005C2214D,,1
19966,19966_00000005-0016-6299-8103-F8F005C2165A,19966_00000104-0016-8952-7320-F8F005C2165A,,1
19993,19993_00000165-0016-7789-2854-F8F005C21769,19993_00000297-0016-8917-6273-F8F005C21769,,1
19996,19996_00000011-0016-6502-0390-F8F005C218C4,19996_00000033-0016-7152-1123-F8F005C218C4,,1
20007,20007_00000026-0016-6564-2301-F8F005C21ED3,20007_00000069-0016-8381-0813-F8F005C21ED3,,1
20013,20013_00000012-0016-6320-5116-F8F005C39EF1,20013_00000060-0016-7436-9362-F8F005C39F1E,,1
20043,20043_00000016-0016-5224-5951-F8F005C22140,20043_00000114-0016-7568-6018-F8F005C22140,,1
20059,20059_00000064-0016-8905-1774-F8F005C3C911,20059_00000071-0016-8941-2774-F8F005C3C911,,1
20070,20070_00000068-0016-7469-1242-F8F005C22256,20070_00000073-0016-8042-4428-F8F005C22256,,1
20087,20087_00000100-0016-6734-2958-F8F005C20045,20087_00000154-0016-7511-8895-F8F005C20045,,1
20089,20089_00000009-0016-6347-5974-F8F005C39F02,20089_00000013-0016-6533-8590-F8F005C39F02,,1
20104,20104_00000055-0016-6671-2245-F8F005C219C3,20104_00000274-0016-8687-2371-F8F005C219C3,,1
20115,20115_00001897-0016-6344-6207-F8F005C1FE70,20115_00002117-0016-8011-7468-F8F005C1FE70,,1
20134,20134_00000255-0016-7319-1820-F8F005C2007A,20134_00000357-0016-8899-6744-F8F005C2007A,,1
20240,20240_00000145-0016-7700-7863-F8F005C1CAD6,20240_00000152-0016-8625-6699-F8F005C1CAD6,,1
20260,20260_00000166-0016-8020-9301-F8F005C20818,20260_00000231-0016-8893-7462-F8F005C20818,,1
20304,20304_00000491-0016-8067-5149-F8F005C20338,20304_00000527-0016-8723-6337-F8F005C20338,,1
20309,20309_00000097-0016-7096-1643-F8F005C1FEB3,20309_00000217-0016-7778-7687-F8F005C1FEB3,,1
20319,20319_00000736-0016-8352-9885-F8F005C1FB3D,20319_00000852-0016-8896-9018-F8F005C1FB3D,,1
20353,20353_00000258-0016-8081-5411-F8F005C20D26,20353_00000378-0016-8758-9853-F8F005C20D26,,1
20358,20358_00000340-0016-7719-2531-F8F005C2025D,20358_00000473-0016-8923-8492-F8F005C2025D,,1
2040,2040_00001149-0016-8015-7814-F8F005C1C819,2040_00001196-0016-8262-3083-F8F005C1C819,,1
20427,20427_00000289-0016-7472-5466-F8F005C20BB2,20427_00000290-0016-7515-8030-F8F005C20BB2,,1
20442,20442_00000089-0016-7471-0515-F8F005C21302,20442_00000265-0016-8923-0857-F8F005C21302,,1
20448,20448_00000938-0016-7756-3970-F8F005C1C686,20448_00000998-0016-8196-6225-F8F005C1C686,,1
20455,20455_00002170-0016-7313-6125-F8F005C19B09,20455_00002510-0016-8220-2815-F8F005C19B09,,1
20461,20461_00000357-0016-7437-4084-F8F005C1FFAE,20461_00000669-0016-8913-5545-F8F005C1FFAE,,1
20491,20491_00000012-0016-7996-2888-F8F005C220EE,20491_00000014-0016-8174-5146-F8F005C220EE,,1
20631,20631_00001042-0016-8342-4745-F8F005C1F6C8,20631_00001121-0016-8947-5656-F8F005C1F6C8,,1
20870,20870_00001442-0016-8749-4162-F8F005C210E9,20870_00001489-0016-8963-3003-F8F005C210E9,,1
20988,20988_00000146-0016-8061-0175-F8F005C219E1,20988_00000347-0016-8839-1126-F8F005C21554,,1
21192,21192_00000019-0016-8402-9749-F8F005C21609,21192_00000050-0016-8683-8364-F8F005C21609,,1
21351,21351_00000406-0016-8881-5042-F8F00529AA91,21351_00000420-0016-8949-5738-F8F00529AA91,,1
2149,2149_2020-05-09 20:00:00,2149_2020-05-21 20:00:00,,1
2157,2157_2020-05-22 06:00:00,2157_2020-06-12 03:00:00,,1
2158,2158_00000282-0016-6742-7896-F8F005C1D859,2158_00000378-0016-8811-2067-F8F005C1D859,,1
2215,2215_2020-06-02 21:00:00,2215_00002554-0016-8939-7631-F8F005C1D866,,1
2262,2262_00000624-0016-4241-8655-F8F005C1C7B5,2262_00001039-0016-8930-9280-F8F005C1C7B5,,1
2305,2305_00001396-0016-3388-3299-F8F005C1C5A8,2305_00002219-0016-8175-6352-F8F005C1C5A8,,1
2316,2316_00000746-0016-0633-7455-F8F005C1C606,2316_00001115-0016-2248-2189-F8F005C1C606,,1
2374,2374_2020-05-08 21:00:00,2374_2020-05-17 10:00:00,,1
2447,2447_00000100-0016-6477-8554-F8F005C1C476,2447_00000631-0016-8962-2548-F8F005C1C476,,1
2459,2459_00000136-0016-0914-8391-F8F005C1F6FB,2459_00000257-0016-1527-2856-F8F005C1F6FB,,1
2583,2583_00000771-0016-4792-5794-F8F005C1F8B1,2583_00001434-0016-8949-5251-F8F005C1F8B1,,1
2718,2718_00000818-0016-1384-5709-F8F005C1C64C,2718_00000849-0016-1518-9633-F8F005C1C64C,,1
2827,2827_2020-05-19 13:00:00,2827_2020-06-12 21:00:00,,1
2829,2829_00000110-0016-0650-6676-F8F005C1C750,2829_00000157-0016-2236-5945-F8F005C1C750,,1
2833,2833_00000606-0016-3367-3691-F8F005C1C4B4,2833_00001266-0016-8949-4600-F8F005C1C4B4,,1
2839,2839_2020-06-06 19:00:00,2839_2020-06-11 09:00:00,,1
2841,2841_00000370-0016-3363-3304-F8F005C210BB,2841_00001565-0016-8956-9857-F8F005C210BB,,1
2887,2887_00001957-0016-8427-0405-F8F005C1C3E7,2887_00002021-0016-8931-0439-F8F005C1C3E7,,1
2892,2892_00000699-0016-3380-8235-F8F005C1C801,2892_00000797-0016-4539-2848-F8F005C1C801,,1
2928,2928_00000596-0016-4354-9883-F8F005C1C9EB,2928_00000962-0016-8508-4241-F8F005C1C9EB,,1
3016,3016_2020-05-19 10:00:00,3016_00000612-0016-1406-8310-F8F005C1C742,,1
3029,3029_00000324-0016-0551-1763-F8F005C1C678,3029_00000380-0016-1898-2481-F8F005C1C678,,1
3104,3104_00001095-0016-5897-9140-F8F005C1C6EB,3104_00001366-0016-8950-0201-F8F005C1C6EB,,1
3115,3115_00000195-0016-3697-5239-F8F005C1C65C,3115_00000096-0016-8925-3864-F8F00528B86C,,1
3126,3126_2020-05-19 06:00:00,3126_2020-06-10 05:00:00,,1
3173,3173_00000532-0016-1818-7784-F8F005C2054B,3173_00000620-0016-2251-0862-F8F005C2054B,,1
3174,3174_2020-05-23 05:00:00,3174_2020-06-16 03:00:00,,1
3225,3225_2020-05-19 01:00:00,3225_2020-05-19 15:00:00,,1
3355,3355_00000716-0016-0977-4070-F8F005C20792,3355_00002191-0016-7526-2112-F8F005C20792,,1
3486,3486_00000198-0016-0978-2910-F8F005C1FA19,3486_00001850-0016-8961-0435-F8F005C20627,,1
3506,3506_00000518-0016-1382-0546-F8F005C20728,3506_00000973-0016-6478-6712-F8F005C20728,,1
3529,3529_2020-05-10 01:00:00,3529_2020-06-02 01:00:00,,1
3533,3533_00000589-0016-0637-9556-F8F005C20777,3533_00000879-0016-2125-2536-F8F005C20777,,1
3536,3536_00000758-0016-1940-3348-F8F005C205B6,3536_00000203-0016-7911-0150-F8F005C21D79,,1
3565,3565_00000234-0016-3961-8965-F8F005C1F83B,3565_00000034-0016-8722-7061-F8F005C21862,,1
3602,3602_00001408-0016-5007-4130-F8F005C1F818,3602_00000203-0016-8926-0010-F8F005C21B2E,,1
3626,3626_00001299-0016-5214-0240-F8F005C20929,3626_00001204-0016-8134-3862-F8F005C1FDCA,,1
3629,3629_00001684-0016-7811-3204-F8F005C2077F,3629_00001890-0016-8856-4853-F8F005C2077F,,1
3637,3637_00000523-0016-1314-0934-F8F005C1F925,3637_00001806-0016-8926-4386-F8F005C1F925,,1
3640,3640_00000604-0016-1257-0688-F8F005C206A2,3640_00001949-0016-7682-2809-F8F005C206A2,,1
3647,3647_2020-05-10 11:00:00,3647_00000279-0016-1158-6065-F8F005C2062D,,1
3769,3769_00000544-0016-0789-7557-F8F005C1F930,3769_00001997-0016-8014-2488-F8F005C1F930,,1
3773,3773_00000471-0016-0491-1344-F8F005C2084A,3773_00000968-0016-2921-0437-F8F005C2084A,,1
3797,3797_2020-05-11 06:00:00,3797_2020-05-31 16:00:00,,1
3803,3803_2020-05-20 11:00:00,3803_2020-05-31 09:00:00,,1
3808,3808_2020-05-14 18:00:00,3808_2020-05-20 03:00:00,,1
3823,3823_00000523-0016-2186-2714-F8F005C1F837,3823_00001807-0016-8847-8425-F8F005C1F837,,1
3960,3960_2020-05-22 13:00:00,3960_2020-05-30 12:00:00,,1
3996,3996_00000716-0016-3382-6281-F8F00528B1B8,3996_00001204-0016-6160-3743-F8F005C1FD4F,,1
4018,4018_2020-05-31 14:00:00,4018_2020-06-13 08:00:00,,1
4021,4021_00000277-0016-6247-1756-F8F005C1FB48,4021_00000014-0016-7514-6585-F8F005C3C8FC,,1
4025,4025_2020-05-13 14:00:00,4025_2020-05-26 15:00:00,,1
4029,4029_00000685-0016-8050-4190-F8F005C1CA3C,4029_00000725-0016-8908-9379-F8F005C1CA3C,,1
4034,4034_00000345-0016-1484-1469-F8F005C1D7BE,4034_00000347-0016-1515-5310-F8F005C1D7BE,,1
4043,4043_00000626-0016-3049-7905-F8F005C1F912,4043_00000632-0016-3123-5128-F8F005C1F912,,1
4051,4051_00001232-0016-4827-7299-F8F005C20949,4051_00001375-0016-8861-2934-F8F005C1FDB8,,1
4055,4055_00000159-0016-0426-5113-F8F005C1FB6B,4055_00000210-0016-0884-9889-F8F005C1FB6B,,1
4077,4077_00000635-0016-6177-8182-F8F005C1FBA1,4077_00000755-0016-8488-0161-F8F005C1FBA1,,1
4086,4086_00001826-0016-7551-8368-F8F005C208C2,4086_00002085-0016-8948-0445-F8F005C208C2,,1
4106,4106_00000621-0016-0878-3854-F8F005C1FC3C,4106_00000449-0016-1304-6974-F8F005C1F78A,,1
4123,4123_00000778-0016-3534-7902-F8F005C205D3,4123_00000417-0016-6705-9234-F8F005C1FAF5,,1
4134,4134_00000082-0016-3011-7811-F8F005C1B75E,4134_00000999-0016-8942-7886-F8F005C1B75E,,1
4137,4137_00000686-0016-0907-6516-F8F005C1D7AA,4137_00001120-0016-3291-3573-F8F005C1D7AA,,1
4147,4147_00000115-0016-1262-4887-F8F005C2069C,4147_00000160-0016-3227-3253-F8F005C2069C,,1
4148,4148_00001054-0016-3071-2487-F8F005C20688,4148_00001422-0016-4743-7369-F8F005C20688,,1
4163,4163_00001308-0016-4415-1634-F8F005C20526,4163_00002103-0016-8959-9094-F8F005C20526,,1
4178,4178_00000677-0016-1304-8348-F8F005C206D8,4178_00001374-0016-5936-3089-F8F005C1FA1C,,1
4223,4223_2020-05-31 14:00:00,4223_2020-06-03 15:00:00,,1
4224,4224_00000652-0016-0706-4842-F8F005C1FB09,4224_00001003-0016-2259-7542-F8F005C1FB09,,1
4226,4226_00000124-0016-0417-8199-F8F005C206F3,4226_00000266-0016-1119-3719-F8F005C206F3,,1
4236,4236_00000271-0016-0991-8139-F8F005C1FA0D,4236_00000291-0016-1158-7198-F8F005C1FA0D,,1
4240,4240_2020-05-10 14:00:00,4240_2020-05-29 00:00:00,,1
4272,4272_00000279-0016-0781-4636-F8F005C206BA,4272_00000474-0016-3301-0827-F8F005C2064C,,1
4279,4279_2020-05-30 00:00:00,4279_2020-05-30 15:00:00,,1
4299,4299_00000429-0016-0864-5253-F8F005C206CB,4299_00001130-0016-7396-8273-F8F005C2079E,,1
4303,4303_00001115-0016-7624-6518-F8F005C1F9AF,4303_00001155-0016-8903-4445-F8F005C1F9AF,,1
4321,4321_00000357-0016-0769-8030-F8F005C207D1,4321_00001318-0016-8959-7585-F8F005C1F9E9,,1
4322,4322_00000285-0016-0777-7484-F8F005C2099B,4322_00000321-0016-1033-6075-F8F005C2099B,,1
4353,4353_00000534-0016-2984-8985-F8F005C1FA0B,4353_00000558-0016-3766-6591-F8F005C1FA0B,,1
4367,4367_00000327-0016-0784-8386-F8F005C1F8BA,4367_00000584-0016-0873-6173-F8F005C1F9B1,,1
4373,4373_00001414-0016-6993-9152-F8F005C2060D,4373_00000163-0016-8785-8463-F8F005C201DB,,1
4380,4380_00000459-0016-7499-9697-F8F005C205A8,4380_00000485-0016-8839-7074-F8F005C205A8,,1
4412,4412_00001232-0016-7523-9645-F8F005C1FAFA,4412_00001242-0016-7879-5766-F8F005C1FAFA,,1
4420,4420_00000308-0016-0832-2744-F8F005C208E7,4420_00000310-0016-0881-2356-F8F005C208E7,,1
4447,4447_00000561-0016-2241-8369-F8F005C2058C,4447_00000564-0016-2259-2218-F8F005C2058C,,1
4450,4450_00000160-0016-0665-4448-F8F005C1F8B4,4450_00000288-0016-4523-1025-F8F005C1F8B4,,1
4454,4454_00001345-0016-4343-7971-F8F005C1F6D1,4454_00000130-0016-7067-3233-F8F005C21D79,,1
4475,4475_00000340-0016-1027-9831-F8F005C2058A,4475_00000362-0016-1138-0030-F8F005C2058A,,1
4478,4478_00000101-0016-0365-5841-F8F005C20731,4478_00000448-0016-4920-0343-F8F005C209BB,,1
4479,4479_00000384-0016-3848-6434-F8F005C20833,4479_00000435-0016-7279-2620-F8F005C20833,,1
4517,4517_2020-05-07 15:00:00,4517_2020-05-27 04:00:00,,1
4520,4520_2020-05-29 01:00:00,4520_2020-05-30 14:00:00,,1
4523,4523_00000298-0016-1234-3868-F8F005C1F9A7,4523_00000649-0016-6618-7530-F8F005C1F8AF,,1
4529,4529_00000244-0016-1919-4804-F8F005C1B8AA,4529_00000859-0016-8790-7904-F8F005C1B8AA,,1
4534,4534_2020-05-08 10:00:00,4534_2020-06-14 13:00:00,,1
4541,4541_00000513-0016-2014-5120-F8F005C20311,4541_00000609-0016-4124-4063-F8F005C20311,,1
4547,4547_2020-05-22 06:00:00,4547_2020-06-15 05:00:00,,1
4555,4555_2020-05-08 08:00:00,4555_00000735-0016-4930-5302-F8F005C1B458,,1
4561,4561_2020-06-08 10:00:00,4561_2020-06-17 08:00:00,,1
4576,4576_00000866-0016-1443-6399-F8F005C211A3,4576_00002380-0016-8199-7481-F8F005C211A3,,1
4585,4585_2020-05-12 04:00:00,4585_2020-06-11 08:00:00,,1
4597,4597_2020-05-18 17:00:00,4597_2020-06-16 04:00:00,,1
4600,4600_2020-06-01 21:00:00,4600_2020-06-04 20:00:00,,1
4618,4618_2020-05-08 18:00:00,4618_2020-05-28 19:00:00,,1
4636,4636_00000204-0016-1935-9383-F8F005C1FF9B,4636_00000213-0016-2237-7535-F8F005C1FF9B,,1
4639,4639_2020-05-25 19:00:00,4639_00000744-0016-5610-7954-F8F005C20F33,,1
4650,4650_2020-05-23 06:00:00,4650_00000365-0016-0438-5715-F8F005C1CC87,,1
4682,4682_2020-06-16 11:00:00,4682_00000167-0016-0716-9112-F8F005C1F761,,1
4683,4683_00001039-0016-2252-6073-F8F005C1FEF0,4683_00000683-0016-5665-8291-F8F005C1B4CD,,1
4686,4686_2020-05-24 21:00:00,4686_2020-05-29 08:00:00,,1
4705,4705_00000238-0016-0585-8511-F8F005C1A5ED,4705_00000248-0016-0792-9547-F8F005C1A5ED,,1
4728,4728_2020-05-28 05:00:00,4728_2020-05-28 20:00:00,,1
4729,4729_2020-05-11 07:00:00,4729_00001184-0016-4383-3537-F8F005C20D20,,1
4733,4733_2020-05-26 22:00:00,4733_00000269-0016-3100-5490-F8F005C1CC03,,1
4735,4735_00001315-0016-5592-8298-F8F005C20BE9,4735_00001583-0016-8262-5184-F8F005C20BE9,,1
4746,4746_00000616-0016-1212-2897-F8F005C2096E,4746_00000648-0016-1583-3672-F8F005C2096E,,1
4748,4748_2020-05-31 08:00:00,4748_2020-06-09 05:00:00,,1
4756,4756_00000615-0016-0495-0147-F8F005C202BB,4756_00002046-0016-7509-9769-F8F005C202BB,,1
4758,4758_00000601-0016-0746-5561-F8F005C1F510,4758_00001884-0016-8902-0749-F8F005C1F510,,1
4761,4761_00002178-0016-7444-5148-F8F005C20EC9,4761_00002501-0016-8949-3973-F8F005C20EC9,,1
4774,4774_2020-05-10 06:00:00,4774_2020-05-25 05:00:00,,1
4776,4776_2020-05-11 20:00:00,4776_00000274-0016-0647-0561-F8F005C1FF1B,,1
4790,4790_2020-05-20 06:00:00,4790_2020-05-26 09:00:00,,1
4806,4806_00000355-0016-0525-2997-F8F005C1CB69,4806_00000499-0016-2236-5283-F8F005C1CB69,,1
4811,4811_00000803-0016-1290-4752-F8F005C1CC6F,4811_00000583-0016-8923-9945-F8F005C21380,,1
4826,4826_2020-05-16 06:00:00,4826_2020-06-12 05:00:00,,1
4844,4844_00001083-0016-3233-6151-F8F005C1FB16,4844_00001720-0016-8164-2757-F8F005C1FB16,,1
4860,4860_00000708-0016-1900-3978-F8F005C209DF,4860_00001730-0016-8942-4020-F8F005C209DF,,1
4866,4866_2020-06-15 07:00:00,4866_00001135-0016-8824-7999-F8F005C1F554,,1
4867,4867_00000262-0016-0837-4428-F8F005C1B4B9,4867_00000299-0016-2124-9548-F8F005C1B4B9,,1
4883,4883_2020-05-26 11:00:00,4883_2020-06-11 21:00:00,,1
4884,4884_2020-05-11 03:00:00,4884_00001367-0016-8949-4800-F8F005C1FAD5,,1
4905,4905_00000485-0016-5811-9512-F8F005C1D1B8,4905_00000661-0016-8910-5771-F8F005C1D1B8,,1
4913,4913_2020-05-16 08:00:00,4913_00001332-0016-4689-3456-F8F005C1FB9A,,1
4931,4931_2020-05-20 06:00:00,4931_2020-05-28 04:00:00,,1
4935,4935_2020-05-13 07:00:00,4935_2020-06-15 06:00:00,,1
4987,4987_00001229-0016-6935-5244-F8F005C1B49D,4987_00001410-0016-8940-2174-F8F005C1B49D,,1
5003,5003_2020-06-14 06:00:00,5003_00000515-0016-0734-6884-F8F005C20DDA,,1
5012,5012_00000673-0016-0703-5543-F8F005C20770,5012_00001935-0016-7705-7287-F8F005C20770,,1
5017,5017_00000630-0016-0951-0536-F8F005C20679,5017_00000895-0016-4409-3356-F8F005C20679,,1
5024,5024_00000075-0016-1175-6503-F8F005C1FF8A,5024_00000155-0016-4334-7949-F8F005C1FF8A,,1
5032,5032_00000271-0016-3679-4086-F8F005C1CAFD,5032_00000296-0016-4754-1499-F8F005C1CAFD,,1
5043,5043_2020-05-26 21:00:00,5043_2020-05-28 04:00:00,,1
5078,5078_00001476-0016-5281-6013-F8F005C1B613,5078_00001767-0016-8931-0418-F8F005C1B613,,1
5079,5079_2020-05-16 23:00:00,5079_2020-06-12 21:00:00,,1
5091,5091_00000046-0016-0629-0192-F8F005C1B81C,5091_00000080-0016-1247-3324-F8F005C1B81C,,1
